customer_id,customer_name,gender,age,city,booking_source,membership_type,membership_duration_months,loyalty_member,total_visits,days_since_last_visit,avg_visit_gap_days,preferred_service,num_services_used,has_preferred_employee,employee_change_count,avg_spend_per_visit,last_visit_spend,total_spend,products_purchased,product_spend,feedback_given,feedback_comment,avg_rating,num_complaints,offers_redeemed,last_offer_used,appointments_cancelled,appointments_no_show,avg_advance_booking_days,sms_sent,sms_responses,sms_response_rate,referrals_made,visit_time_preference,churn_risk_category,churn
CUST00829,Kavita Mane,Female,31,Pune,AI_Calling,Platinum,11,1,11,134,25,Facial,6,1,0,1792.88,2371.07,100745.04,4,1760.84,1,Staff was careless,1.3440210126219725,1,5,Discount_10,6,2,19,6,1,0.17,3,Evening,Medium,1
CUST00830,Renu Joshi,Female,18,Nagpur,Online,Gold,22,1,7,120,48,Keratin,4,0,2,917.31,746.03,24334.84,8,779.28,0,No Feedback,1.1223095131145415,0,0,Loyalty_Points,1,3,9,14,4,0.29,2,Afternoon,Medium,1
CUST00831,Chhaya More,Female,30,Nashik,Online,Gold,36,1,13,101,62,Blowout,8,0,4,2621.61,3614.29,75440.17,7,1058.97,1,Hygiene issues,2.635044210958351,1,2,Discount_20,4,4,22,15,1,0.07,5,Evening,High,1
CUST00832,Kavita Naik,Female,23,Pune,Referral,Bronze,13,1,8,161,48,Manicure,5,0,6,300.0,318.41,11196.67,2,2217.29,1,Very bad experience,1.4879339279450707,2,7,Birthday_Special,3,0,8,11,3,0.27,2,Morning,Medium,1
CUST00833,Radhika Patil,Female,36,Mumbai,Walk_In,Silver,30,1,26,14,27,Pedicure,8,0,1,577.51,1033.91,9018.38,2,2251.7,1,Not bad not great,4.149794639934999,2,7,Birthday_Special,3,4,10,10,2,0.2,3,Afternoon,Medium,0
CUST00834,Neha Naik,Female,18,Nagpur,AI_Calling,Gold,33,1,45,24,29,Threading,4,1,5,1507.94,1028.52,22736.12,2,1825.62,1,Rude staff,4.042191477500922,1,6,Festive_Offer,2,2,17,4,0,0.0,2,Morning,Medium,0
CUST00835,Rama Wagh,Female,24,Pune,Walk_In,Silver,22,1,23,42,24,Facial,7,0,3,1109.07,1435.26,40014.85,5,2022.11,0,No Feedback,4.5147172059774405,2,5,Discount_20,7,1,13,4,1,0.25,5,Morning,Medium,0
CUST00836,Nita Deshmukh,Female,26,Nashik,Walk_In,Bronze,8,1,47,21,56,Threading,3,0,1,300.0,357.04,6131.64,2,1756.14,1,Totally happy with results,4.064038146401952,0,5,Discount_10,2,0,16,4,2,0.5,2,Morning,Low,0
CUST00837,Komal Dongre,Female,52,Latur,Walk_In,Silver,9,1,27,42,16,Keratin,5,0,1,1562.98,1924.66,39568.02,4,160.59,1,Satisfactory visit,3.818141286250241,0,7,Discount_20,1,2,4,9,3,0.33,5,Morning,Low,0
CUST00838,Leela Wagh,Female,24,Nagpur,Referral,Silver,31,1,8,175,20,Facial,7,1,5,937.26,1369.59,19200.38,4,2240.62,0,No Feedback,1.0078975001336798,1,6,Combo_Deal,3,2,26,12,1,0.08,3,Morning,Medium,1
CUST00839,Santosh Kulkarni,Male,28,Mumbai,Walk_In,Silver,22,1,12,157,41,Hair_Color,1,1,3,830.69,1021.89,26088.32,5,1322.01,1,Felt ignored,1.1340216881020686,1,0,Loyalty_Points,4,2,20,5,0,0.0,0,Afternoon,High,1
CUST00840,Kavita Nikam,Female,28,Mumbai,Referral,Platinum,15,1,15,51,27,Keratin,8,1,5,2037.29,1287.31,76435.47,5,1526.9,0,No Feedback,3.777670289344621,1,3,Combo_Deal,1,1,18,9,3,0.33,5,Evening,Low,0
CUST00841,Hema Mane,Female,45,Pune,Walk_In,Gold,15,1,46,23,42,Blowout,3,1,4,1284.74,1028.85,68266.23,4,598.24,0,No Feedback,4.598290601134074,0,7,Festive_Offer,2,1,26,14,8,0.57,5,Evening,Low,0
CUST00842,Pravin Mane,Male,42,Solapur,Walk_In,Silver,33,1,30,18,35,Manicure,7,1,2,1032.73,1853.72,37274.45,2,1056.25,1,Average service,3.6475634873464005,0,3,Combo_Deal,7,4,27,13,4,0.31,2,Weekend,Low,0
CUST00843,Shruti Bandgar,Female,40,Mumbai,Referral,Platinum,18,1,20,35,29,Hair_Color,6,1,5,2694.31,3741.76,125637.14,5,858.45,1,Not bad not great,3.5119479600772987,0,7,Discount_10,3,4,11,6,3,0.5,1,Afternoon,Low,0
CUST00844,Anil Bhosale,Male,55,Nagpur,Online,Silver,31,1,16,32,41,Hair_Color,1,1,6,735.93,715.49,24253.18,1,1677.72,1,Decent but pricey,4.536896053968862,0,5,Festive_Offer,2,4,29,12,3,0.25,1,Afternoon,Low,0
CUST00845,Sanjay Thakare,Male,28,Nagpur,Walk_In,Gold,22,1,45,13,26,Haircut,6,1,0,1285.79,1343.21,30124.13,2,848.57,0,No Feedback,4.790424449868861,0,3,Free_Service,2,0,21,14,10,0.71,3,Evening,Low,0
CUST00846,Chhaya Bandgar,Female,48,Nashik,Walk_In,Silver,35,1,11,64,52,Facial,5,1,4,782.76,1327.58,19459.64,0,0.0,1,Nothing special,4.679016820155789,1,5,Discount_10,3,2,23,8,2,0.25,4,Weekend,Low,0
CUST00847,Chhaya Kadam,Female,31,Kolhapur,Social_Media,Platinum,15,1,5,203,23,Manicure,6,0,4,3384.59,5308.01,157877.87,1,653.04,0,No Feedback,1.2489142335894503,1,2,Combo_Deal,0,2,23,9,2,0.22,1,Afternoon,Low,1
CUST00848,Manisha Deshmukh,Female,35,Nashik,AI_Calling,Bronze,26,1,10,18,64,Threading,1,1,4,747.66,1085.2,12097.77,8,1012.65,1,Okay experience,4.196098465701724,2,2,Discount_20,0,2,8,12,4,0.33,0,Afternoon,Low,0
CUST00849,Raj Patil,Male,23,Nagpur,Referral,Bronze,15,1,35,31,52,Manicure,1,0,1,595.55,714.28,22703.57,6,502.87,1,Not bad not great,4.739923318956351,0,3,Loyalty_Points,4,1,29,12,6,0.5,0,Evening,Low,0
CUST00850,Meera Mohite,Female,42,Amravati,Referral,Silver,14,1,36,2,36,Waxing,7,1,6,727.0,648.59,28377.76,7,2338.65,1,Not bad not great,4.351530478034593,1,4,Free_Service,4,1,11,11,6,0.55,4,Morning,Low,0
CUST00851,Akash Ghuge,Male,19,Kolhapur,Online,Platinum,22,1,25,23,56,Manicure,5,0,2,1408.74,2253.45,58318.39,0,0.0,1,Wasted my money,4.320885320660249,0,0,Combo_Deal,2,1,9,7,1,0.14,1,Morning,Medium,0
CUST00852,Anjali Jadhav,Female,33,Pune,Walk_In,Gold,34,1,9,305,9,Hair_Color,6,1,1,1002.89,1163.49,38594.76,2,66.4,0,No Feedback,1.7595383028975917,2,1,Free_Service,4,1,22,6,0,0.0,0,Morning,High,1
CUST00853,Leela Wagh,Female,22,Akola,Walk_In,Bronze,29,1,33,46,27,Blowout,4,0,1,725.85,964.78,18231.39,6,1259.53,1,Unprofessional behavior,4.1398691593082395,1,1,Loyalty_Points,5,1,12,9,4,0.44,1,Evening,Medium,0
CUST00854,Komal Thakare,Female,31,Nashik,Walk_In,Platinum,19,1,13,48,9,Manicure,2,0,1,2908.09,2430.12,163053.13,7,566.54,1,Long waiting time,3.5493763661739237,4,3,Combo_Deal,4,2,29,8,0,0.0,3,Afternoon,Medium,0
CUST00855,Ashwini Mohite,Female,48,Latur,Walk_In,Platinum,33,1,6,205,21,Threading,1,0,1,2321.88,3224.37,108759.72,0,0.0,1,Okay experience,1.4775084516653691,2,3,Birthday_Special,1,4,18,12,5,0.42,0,Evening,Low,1
CUST00856,Neha Wagh,Female,41,Nagpur,Walk_In,Platinum,5,1,14,41,28,Manicure,3,0,3,2015.96,3238.49,52518.55,7,2394.71,1,Could be better,4.56348964584682,1,4,Discount_10,0,4,27,14,4,0.29,0,Evening,Low,0
CUST00857,Shruti Ghuge,Female,24,Nagpur,Walk_In,Platinum,33,1,24,59,30,Keratin,4,0,1,2688.23,3918.42,119585.14,5,1730.99,0,No Feedback,4.6679320013731935,1,6,Discount_20,7,1,30,13,4,0.31,2,Evening,Medium,0
CUST00858,Jyoti Bandgar,Female,24,Nagpur,Online,Silver,8,1,44,59,52,Pedicure,2,0,0,961.7,881.67,21002.3,0,0.0,1,Could be better,4.7795796946816385,3,6,Loyalty_Points,2,2,27,14,3,0.21,3,Afternoon,Medium,0
CUST00859,Radhika Jadhav,Female,39,Akola,AI_Calling,Platinum,10,1,12,141,46,Massage,7,1,5,2359.65,3237.57,119449.17,3,752.39,1,Nothing special,1.239679775584493,0,0,Discount_20,3,3,27,5,1,0.2,0,Evening,Medium,1
CUST00860,Renu Jadhav,Female,28,Nagpur,Walk_In,Gold,28,1,11,317,24,Blowout,2,0,0,1559.34,1993.97,52049.18,6,1963.47,1,Overpriced,1.5692038966906026,2,3,Loyalty_Points,4,3,30,4,1,0.25,3,Afternoon,Medium,1
CUST00861,Kiran Patil,Female,18,Akola,Walk_In,Bronze,26,1,31,7,47,Keratin,7,0,0,566.47,415.82,11809.15,1,310.74,1,Terrible service,4.4929747401093145,0,3,Discount_20,5,1,20,3,2,0.67,0,Morning,Medium,0
CUST00862,Ashwini Bhosale,Female,34,Mumbai,AI_Calling,Gold,16,1,4,267,30,Hair_Color,6,0,0,1081.57,1006.63,39710.85,8,2262.7,0,No Feedback,1.1891432536031117,1,1,Discount_20,2,2,3,9,3,0.33,1,Evening,Medium,1
CUST00863,Vikas Sawant,Male,43,Mumbai,Online,Bronze,36,1,5,112,46,Waxing,7,0,0,1023.39,800.49,33746.82,6,4.65,1,Hygiene issues,2.608626671199864,0,5,Loyalty_Points,0,1,1,15,2,0.13,2,Evening,Medium,1
CUST00864,Shweta Rane,Female,35,Kolhapur,Referral,Silver,7,1,15,43,38,Waxing,5,1,4,406.94,326.27,14173.04,7,128.02,0,No Feedback,3.5315099515621875,2,6,Combo_Deal,3,1,5,14,5,0.36,4,Evening,Low,0
CUST00865,Madhuri Patil,Female,27,Amravati,Online,Silver,31,1,28,24,36,Massage,1,0,5,667.96,433.03,14969.84,6,741.09,0,No Feedback,4.880776385072788,0,5,Festive_Offer,5,1,24,14,2,0.14,0,Morning,Medium,0
CUST00866,Smita Nikam,Female,42,Nashik,AI_Calling,Silver,36,1,44,50,54,Haircut,8,1,2,502.07,412.07,12606.08,8,1445.21,1,Service was average,4.2930639667009185,0,3,Birthday_Special,7,3,15,8,7,0.88,4,Afternoon,Low,0
CUST00867,Rahul Suryawanshi,Male,24,Nashik,Referral,Gold,22,1,11,61,15,Facial,4,1,6,977.11,1390.72,18226.26,8,1877.57,0,No Feedback,2.8879375371718554,1,2,Discount_20,6,1,26,14,4,0.29,5,Evening,Medium,1
CUST00868,Usha Ingale,Female,37,Amravati,Referral,Gold,35,1,13,13,42,Manicure,3,0,6,1886.7,1921.68,72800.21,1,976.43,1,Average service,4.109174743899377,0,3,Loyalty_Points,5,4,28,11,3,0.27,5,Afternoon,Low,0
CUST00869,Kiran Patil,Female,33,Solapur,Walk_In,Platinum,26,1,11,332,35,Threading,2,0,2,1932.02,3212.66,62189.62,5,2359.73,1,Service was average,1.5410664513825034,0,1,Combo_Deal,6,0,20,15,3,0.2,0,Evening,Medium,1
CUST00870,Rama Chavhan,Female,47,Nagpur,AI_Calling,Silver,9,1,33,4,41,Pedicure,2,0,1,868.71,1392.42,33696.27,0,0.0,1,Wasted my money,4.957438334228652,1,7,Birthday_Special,6,4,6,14,1,0.07,1,Evening,Medium,0
CUST00871,Sonali Bandgar,Female,47,Pune,Online,Silver,27,1,4,292,29,Keratin,1,1,5,998.05,1721.82,22551.66,3,593.11,1,Room for improvement,1.251701804566711,0,4,Free_Service,4,2,8,3,1,0.33,5,Afternoon,Medium,1
CUST00872,Vijay Kadam,Male,26,Pune,AI_Calling,Silver,14,1,4,86,22,Blowout,3,0,0,538.62,945.82,8388.92,7,587.77,1,Not satisfied,1.8579708005815894,1,3,Discount_20,7,0,17,3,1,0.33,4,Evening,Medium,1
CUST00873,Neha Landge,Female,37,Nagpur,Online,Gold,16,1,16,13,28,Manicure,3,1,0,300.0,228.99,12752.43,4,1937.81,1,Nothing special,4.2874563879972625,2,2,Discount_20,2,0,23,3,1,0.33,3,Evening,Low,0
CUST00874,Manisha Jadhav,Female,41,Nagpur,Social_Media,Silver,36,1,7,295,23,Haircut,7,1,2,628.11,662.97,26329.71,0,0.0,1,Expected more,1.627003932660989,1,4,Discount_10,2,4,15,6,3,0.5,0,Afternoon,Medium,1
CUST00875,Rupali Chavhan,Female,30,Nagpur,Social_Media,Platinum,23,1,33,50,21,Manicure,1,0,1,1405.23,2108.87,54629.84,4,188.76,1,Not bad not great,4.3182454007244315,0,5,Combo_Deal,6,1,25,5,3,0.6,1,Morning,Low,0
CUST00876,Priya Jadhav,Female,18,Mumbai,Online,Gold,26,1,47,45,14,Blowout,3,0,4,906.65,1535.46,45344.11,2,394.61,1,Okay experience,3.654514848219355,0,5,Combo_Deal,0,1,8,7,1,0.14,2,Afternoon,Low,0
CUST00877,Alka Joshi,Female,37,Pune,Referral,Gold,15,1,11,108,43,Hair_Color,2,0,6,1415.08,2409.22,28013.46,6,1656.93,0,No Feedback,1.8019984558311934,0,3,Festive_Offer,0,1,3,15,10,0.67,5,Weekend,Low,1
CUST00878,Anil Suryawanshi,Male,25,Mumbai,AI_Calling,Bronze,10,1,4,311,54,Waxing,2,0,2,473.6,307.44,4689.53,3,515.69,1,Long waiting time,1.1356548222194904,2,1,Free_Service,1,4,7,13,3,0.23,2,Morning,Medium,1
CUST00879,Priya Joshi,Female,47,Solapur,Referral,Silver,27,1,11,24,22,Massage,4,1,3,745.17,1246.89,15946.1,1,1362.99,1,Highly recommended,4.89178962428155,0,7,Combo_Deal,3,1,7,14,10,0.71,2,Morning,Low,0
CUST00880,Shruti Ghuge,Female,32,Nagpur,Social_Media,Bronze,12,1,14,91,58,Facial,1,1,6,577.77,1039.74,17327.92,6,629.08,1,Felt ignored,2.2126502108521215,3,7,Combo_Deal,1,2,19,6,0,0.0,3,Morning,High,1
CUST00881,Usha Thorat,Female,24,Latur,Social_Media,Silver,25,1,30,25,52,Massage,6,1,6,891.87,1291.0,28891.18,6,783.94,0,No Feedback,3.7769843448322993,1,2,Festive_Offer,7,0,9,9,1,0.11,5,Weekend,Medium,0
CUST00882,Alka Nikam,Female,31,Mumbai,Walk_In,Silver,20,1,13,169,42,Facial,2,0,3,666.93,587.83,7840.11,8,1463.71,1,Satisfactory visit,1.1234060571407294,1,0,Birthday_Special,0,1,26,5,0,0.0,2,Afternoon,Medium,1
CUST00883,Preeti Thorat,Female,30,Amravati,Social_Media,Gold,33,1,37,10,20,Keratin,2,0,4,1427.12,1418.32,42257.56,4,1830.7,1,Decent but pricey,3.539857356437447,0,3,Discount_20,7,3,15,4,3,0.75,1,Afternoon,Low,0
CUST00884,Vaishali Kale,Female,28,Pune,Walk_In,Platinum,35,1,24,28,7,Facial,5,1,0,2609.52,2435.5,90897.47,3,1584.28,0,No Feedback,4.8916063327831285,0,3,Free_Service,5,4,22,8,3,0.38,5,Evening,Low,0
CUST00885,Pallavi More,Female,24,Nashik,Walk_In,Bronze,33,1,25,43,66,Haircut,6,1,6,471.54,475.26,13374.27,1,1682.9,1,Totally happy with results,3.896866423872711,0,1,Discount_10,1,1,1,10,6,0.6,4,Afternoon,Low,0
CUST00886,Geeta Kale,Female,18,Aurangabad,Online,Bronze,4,1,10,161,83,Blowout,7,1,6,854.2,1036.2,12538.4,0,0.0,1,Expected more,2.006249790854464,0,7,Loyalty_Points,3,4,20,11,5,0.45,2,Evening,Low,1
CUST00887,Sneha Rane,Female,31,Nashik,Referral,Silver,6,1,5,190,23,Haircut,7,0,1,1209.54,2113.69,27234.04,8,232.2,1,Not satisfied,1.1405400195202868,0,0,Birthday_Special,1,3,6,5,1,0.2,3,Weekend,Medium,1
CUST00888,Swati Salvi,Female,29,Pune,Walk_In,Gold,16,1,42,15,31,Hair_Color,4,0,3,1673.36,1404.75,44415.88,8,323.79,1,Decent but pricey,3.941153731142979,3,3,Loyalty_Points,0,1,25,15,1,0.07,0,Afternoon,Medium,0
CUST00889,Renu Kulkarni,Female,33,Mumbai,AI_Calling,Silver,20,1,8,315,11,Keratin,3,1,0,397.71,410.89,16263.21,3,2493.5,1,Will not return,1.1506957247328558,3,4,Loyalty_Points,0,2,17,9,0,0.0,3,Afternoon,Medium,1
CUST00890,Kunal Kadam,Male,32,Aurangabad,Referral,Silver,20,1,17,26,46,Hair_Color,7,0,2,1194.0,2147.76,29681.52,1,1272.02,0,No Feedback,4.412974765398002,0,0,Combo_Deal,2,2,19,13,5,0.38,3,Afternoon,Low,0
CUST00891,Preeti Wagh,Female,27,Latur,Referral,Silver,11,1,20,9,21,Massage,1,0,4,907.79,752.56,18402.17,8,552.01,1,Could be better,4.675713753334887,3,4,Discount_10,0,1,8,14,4,0.29,5,Evening,Medium,0
CUST00892,Hema Thakare,Female,28,Mumbai,AI_Calling,Silver,15,1,25,26,40,Massage,2,0,3,1048.4,809.93,13568.1,6,1208.56,1,Decent but pricey,4.037379997140913,1,5,Discount_10,2,3,19,4,1,0.25,2,Evening,Low,0
CUST00893,Sneha Kulkarni,Female,36,Nashik,Walk_In,Silver,6,1,22,63,45,Threading,1,0,0,651.61,471.03,22436.45,4,396.43,0,No Feedback,4.4641221599868,1,7,Birthday_Special,1,0,26,11,5,0.45,1,Morning,Low,0
CUST00894,Simran Patil,Female,40,Nagpur,AI_Calling,Silver,12,1,14,358,47,Pedicure,2,1,0,300.0,227.91,10572.0,4,876.67,1,Could be better,2.481459749757983,0,0,Discount_10,1,3,2,8,5,0.62,0,Evening,Low,1
CUST00895,Radhika Ingale,Female,37,Akola,Referral,Platinum,20,1,8,194,34,Threading,2,1,3,2912.74,5145.52,105168.81,7,1282.54,0,No Feedback,2.944804441740985,3,0,Discount_20,1,4,9,3,1,0.33,4,Morning,Medium,1
CUST00896,Divya Deshpande,Female,52,Pune,AI_Calling,Bronze,36,1,7,117,58,Blowout,6,1,6,820.21,897.7,12971.09,8,1381.42,1,Room for improvement,2.3343049554570285,0,5,Loyalty_Points,3,3,17,9,4,0.44,0,Morning,Low,1
CUST00897,Rohit Naik,Male,27,Nagpur,Walk_In,Platinum,5,1,38,44,27,Pedicure,4,0,5,2365.73,3368.14,80934.92,1,2232.54,1,Not bad not great,4.997021290708198,1,6,Loyalty_Points,1,3,13,10,3,0.3,2,Afternoon,Medium,0
CUST00898,Anjali Mane,Female,23,Solapur,Online,Gold,10,1,9,204,33,Keratin,3,0,5,1667.34,2226.84,41662.61,8,724.1,1,Room for improvement,2.5482678441804065,0,3,Discount_10,2,4,13,11,6,0.55,0,Morning,Low,1
CUST00899,Rama Mohite,Female,25,Pune,Walk_In,Bronze,7,1,11,33,51,Pedicure,6,0,6,608.35,961.68,1879.6,0,0.0,1,Satisfactory visit,4.416343266910843,0,1,Free_Service,0,1,14,3,1,0.33,1,Morning,Low,0
CUST00900,Sunita Salvi,Female,33,Pune,Online,Silver,24,1,34,19,40,Keratin,3,1,2,300.0,193.94,8802.73,2,70.44,0,No Feedback,4.116542733734634,0,3,Discount_20,4,1,23,7,2,0.29,4,Afternoon,Medium,0
CUST00901,Vaishali Kadam,Female,29,Akola,Social_Media,Platinum,22,1,10,52,7,Threading,8,0,6,2796.92,2571.86,85692.56,7,2122.27,1,Expected more,4.374305464154816,1,5,Discount_10,3,0,18,8,2,0.25,4,Weekend,Low,0
CUST00902,Rahul Kadam,Male,48,Nagpur,Walk_In,Gold,17,1,22,27,21,Keratin,2,1,6,1352.87,1456.72,58145.56,6,222.29,0,No Feedback,4.168141769695368,0,2,Free_Service,0,2,9,10,7,0.7,3,Afternoon,Low,0
CUST00903,Sunita Patil,Female,28,Aurangabad,AI_Calling,Gold,6,1,2,68,37,Pedicure,6,1,5,1515.81,2209.34,52852.22,8,164.46,0,No Feedback,1.1445775043680662,1,3,Free_Service,5,2,20,8,2,0.25,3,Evening,Medium,1
CUST00904,Raj Nikam,Male,38,Mumbai,Walk_In,Gold,22,1,13,186,39,Massage,2,0,3,395.7,677.91,7655.12,6,718.33,1,Service was average,1.148347713417033,0,7,Festive_Offer,4,0,12,5,1,0.2,1,Weekend,Medium,1
CUST00905,Rama Suryawanshi,Female,23,Solapur,Social_Media,Bronze,3,1,5,245,67,Hair_Color,3,0,5,445.53,694.33,5939.5,0,0.0,0,No Feedback,1.369986275572471,1,0,Discount_20,0,0,24,15,4,0.27,3,Weekend,Medium,1
CUST00906,Swati Dongre,Female,31,Pune,Social_Media,Silver,11,1,13,8,8,Threading,3,0,3,738.49,797.37,13609.5,0,0.0,1,Room for improvement,4.180040812103621,1,6,Free_Service,3,4,10,7,3,0.43,4,Weekend,Low,0
CUST00907,Divya Ingale,Female,29,Latur,Walk_In,Gold,30,1,13,74,36,Threading,3,0,6,2108.09,2348.68,96239.23,3,58.1,1,Service was average,2.978053162385942,4,6,Discount_10,4,4,15,4,1,0.25,0,Afternoon,Medium,1
CUST00908,Amit Mane,Male,27,Kolhapur,Online,Silver,34,1,46,24,29,Manicure,4,1,6,1065.9,1748.19,29769.63,1,1736.12,1,Decent but pricey,4.454714932207232,0,5,Free_Service,7,2,7,8,6,0.75,2,Morning,Low,0
CUST00909,Nisha Pawar,Female,37,Pune,Referral,Gold,11,1,23,18,9,Facial,3,0,1,1769.56,2018.14,56419.02,5,1420.88,0,No Feedback,4.347628044811063,0,5,Birthday_Special,3,2,15,11,6,0.55,4,Afternoon,Low,0
CUST00910,Minal Mohite,Female,35,Pune,Referral,Bronze,20,1,2,175,79,Waxing,3,0,6,812.5,536.6,5122.36,8,2231.51,1,Not bad not great,1.2270973143403163,0,2,Free_Service,0,2,20,8,6,0.75,5,Weekend,Low,1
CUST00911,Shruti Salvi,Female,51,Latur,Walk_In,Silver,27,1,41,16,12,Keratin,2,0,6,816.96,1011.38,23197.38,2,1513.57,1,Room for improvement,3.886889753201201,0,6,Discount_20,4,2,28,6,3,0.5,5,Weekend,Low,0
CUST00912,Ravi Gaikwad,Male,39,Nagpur,Referral,Silver,6,1,10,229,29,Massage,5,1,4,606.59,372.67,18275.76,5,2142.1,0,No Feedback,2.334311919114479,0,1,Festive_Offer,6,0,28,14,3,0.21,5,Afternoon,Medium,1
CUST00913,Varsha More,Female,38,Kolhapur,Online,Bronze,26,1,49,21,62,Facial,4,0,3,409.01,245.9,14332.33,1,1341.24,1,Room for improvement,4.213040045378235,1,5,Discount_10,0,4,22,12,1,0.08,0,Afternoon,Medium,0
CUST00914,Alka Wagh,Female,31,Nashik,Walk_In,Gold,23,1,11,196,32,Haircut,6,1,0,2028.98,2072.08,27245.6,0,0.0,1,Service was average,2.803496847480581,1,1,Festive_Offer,7,4,22,8,4,0.5,2,Afternoon,Medium,1
CUST00915,Lata Rane,Female,26,Nashik,AI_Calling,Gold,33,1,42,17,38,Hair_Color,4,1,3,1721.72,2176.24,39092.44,0,0.0,1,Average service,3.7209049026567995,0,2,Discount_10,1,4,23,9,2,0.22,3,Evening,Low,0
CUST00916,Chhaya Thorat,Female,42,Mumbai,Referral,Silver,3,1,48,33,60,Haircut,6,1,3,880.21,983.11,7743.66,3,1993.77,1,Room for improvement,4.872216359717212,1,5,Birthday_Special,7,0,23,10,2,0.2,0,Afternoon,Medium,0
CUST00917,Sunita Kale,Female,18,Akola,AI_Calling,Silver,26,1,41,9,55,Pedicure,6,0,0,967.36,1584.22,12333.6,5,336.99,1,Poor quality,4.110908991614874,1,5,Discount_20,7,3,8,3,0,0.0,2,Afternoon,Medium,0
CUST00918,Rupali Gaikwad,Female,21,Pune,AI_Calling,Gold,22,1,29,53,18,Keratin,7,1,6,1654.93,1570.92,26761.31,4,1409.12,0,No Feedback,3.964151745990869,0,4,Discount_20,6,2,17,10,4,0.4,5,Evening,Low,0
CUST00919,Archana Ingale,Female,40,Latur,Walk_In,Silver,27,1,49,32,60,Hair_Color,1,0,4,1055.82,1722.47,40870.01,3,1061.81,1,Decent but pricey,3.9036107852513027,0,6,Free_Service,7,0,28,15,11,0.73,0,Evening,Low,0
CUST00920,Aarti Bhosale,Female,31,Pune,Walk_In,Gold,24,1,15,37,30,Keratin,7,0,0,1169.19,1521.57,51469.89,7,1157.37,1,Okay experience,3.503690656203972,1,3,Discount_10,0,0,15,10,3,0.3,1,Evening,Low,0
CUST00921,Priya More,Female,18,Nagpur,Online,Silver,10,1,16,52,47,Keratin,1,0,6,954.4,1116.05,33338.17,7,924.87,0,No Feedback,4.860377297345201,0,5,Discount_10,5,0,18,8,2,0.25,2,Evening,Low,0
CUST00922,Deepa Ingale,Female,47,Kolhapur,Online,Platinum,25,1,36,20,14,Massage,4,1,4,1239.04,2005.58,75251.05,4,1910.6,1,Very professional,4.109588001664273,0,7,Loyalty_Points,1,1,23,4,3,0.75,0,Evening,Low,0
CUST00923,Smita Wagh,Female,18,Mumbai,AI_Calling,Platinum,13,1,24,17,7,Manicure,6,0,5,2711.0,4575.14,102211.59,8,1552.0,1,Staff very friendly,4.89274749369905,0,0,Combo_Deal,1,1,18,10,4,0.4,4,Weekend,Low,0
CUST00924,Madhuri Jadhav,Female,35,Nashik,Walk_In,Gold,35,1,18,63,37,Blowout,6,1,0,1837.76,1707.75,102327.85,6,808.43,1,Service was average,4.1784068290184715,0,2,Birthday_Special,4,3,5,14,10,0.71,5,Afternoon,Low,0
CUST00925,Pallavi Patil,Female,27,Aurangabad,AI_Calling,Bronze,5,1,11,279,50,Threading,8,1,5,300.0,262.31,6948.3,2,1770.58,1,Expected more,2.0769390362285307,0,0,Loyalty_Points,6,0,23,6,3,0.5,4,Afternoon,Medium,1
CUST00926,Sneha Deshmukh,Female,32,Aurangabad,AI_Calling,Silver,19,1,12,224,18,Blowout,2,1,3,883.44,660.14,25744.4,3,815.61,0,No Feedback,2.985404422275262,2,6,Free_Service,7,3,21,6,0,0.0,4,Weekend,Medium,1
CUST00927,Ashwini Ghuge,Female,32,Nashik,Social_Media,Gold,8,1,2,217,50,Facial,1,0,3,1575.73,2578.72,70027.71,5,1478.6,1,Always a great experience,1.1139059815522683,0,5,Loyalty_Points,3,1,5,9,4,0.44,5,Afternoon,Low,1
CUST00928,Sonali Pawar,Female,31,Kolhapur,Online,Bronze,15,1,47,7,63,Massage,5,1,2,652.31,1170.84,16751.53,8,1066.22,1,Not bad not great,3.7424648660863573,0,1,Loyalty_Points,1,1,7,12,2,0.17,2,Morning,Medium,0
CUST00929,Divya Pawar,Female,33,Kolhapur,Social_Media,Platinum,6,1,13,34,16,Hair_Color,4,1,6,2302.03,4140.03,101465.84,5,1724.19,1,Amazing results,3.5259158948585165,0,5,Discount_10,1,4,18,6,3,0.5,2,Evening,Low,0
CUST00930,Deepa Thorat,Female,34,Nashik,Online,Silver,28,1,6,300,55,Facial,7,0,0,1079.34,1219.7,23895.24,3,237.61,1,Very bad experience,2.0935778267688034,1,7,Combo_Deal,0,4,21,8,1,0.12,1,Morning,Medium,1
CUST00931,Simran Rane,Female,46,Nashik,Walk_In,Gold,15,1,22,4,12,Threading,2,0,5,1352.97,1824.43,33167.99,0,0.0,1,Worth every penny,4.803341182407668,0,3,Loyalty_Points,2,2,30,14,7,0.5,2,Weekend,Low,0
CUST00932,Sarita Joshi,Female,40,Pune,Referral,Platinum,11,1,49,6,45,Facial,8,1,0,2375.62,2963.94,86095.35,2,1495.02,1,Average service,4.935343392982359,0,5,Free_Service,7,4,15,4,1,0.25,4,Weekend,Low,0
CUST00933,Smita Rane,Female,43,Solapur,Referral,Silver,30,1,6,109,30,Manicure,5,1,5,1439.41,2251.26,26413.92,2,1583.55,0,No Feedback,2.336495671082603,0,3,Discount_10,2,3,3,8,1,0.12,4,Afternoon,Medium,1
